Name,CNPJ,Portfolio Manager,Last_Assets_date
BTG PACTUAL MULTISTRATEGIES ADVANCED FI MULTIMERCADO,05.656.536/0001-83,José Zitelmann Falcão Vieira,2019-01-31 00:00:00
BTG PACTUAL MULTISTRATEGIES GOLD FI MULTIMERCADO,10.820.382/0001-53,José Zitelmann Falcão Vieira,2019-01-31 00:00:00
BTG PACTUAL TESOURO CURTO FI RENDA FIXA REFERENCIADO IPCA,07.539.298/0001-51,Julio Araujo Filho,2019-01-31 00:00:00
BTG PACTUAL TESOURO GERAL FI RENDA FIXA REFERENCIADO IPCA,09.814.233/0001-00,Julio Araujo Filho,2019-01-31 00:00:00
BTG PACTUAL TESOURO LONGO FI RENDA FIXA REFERENCIADO IPCA,20.374.752/0001-20,Julio Araujo Filho,2019-01-31 00:00:00
BTG PACTUAL TESOURO SELIC FI RENDA FIXA REFERENCIADO DI,09.215.250/0001-13,Julio Araujo Filho,2019-02-01 00:00:00
BTG PACTUAL YIELD FI RENDA FIXA REFERENCIADO DI CRÉDITO PRIVADO,00.840.011/0001-80,Albano Franco,2019-02-01 00:00:00
BUTIÁ EXCELLENCE FIC MULTIMERCADO,22.632.296/0001-04,Rodrigo de Freitas Dias,2019-01-31 00:00:00
BUTIÁ FUNDAMENTAL FIC AÇÕES,22.344.837/0001-90,Rodrigo de Freitas Dias,2019-01-31 00:00:00
BUTIÁ TOP FIC RENDA FIXA CRÉDITO PRIVADO,22.344.843/0001-48,Rodrigo de Freitas Dias,2019-01-31 00:00:00
BWAG MAITACA FI AÇÕES,20.077.311/0001-66,Geraldo Ribeiro do Valle Haenel Filho,2019-01-31 00:00:00
CA INDOSUEZ AGILITÉ FI RENDA FIXA CRÉDITO PRIVADO,12.796.232/0001-87,Urbano Araújo de Moraes,2019-01-31 00:00:00
CA INDOSUEZ DEBÊNTURES INCENTIVADAS FIC MULTIMERCADO CRÉDITO PRIVADO,18.623.722/0001-68,Urbano Araújo de Moraes,2019-01-31 00:00:00
CA INDOSUEZ DI MASTER FI RENDA FIXA REFERENCIADO DI LP,02.536.364/0001-16,Urbano Araújo de Moraes,2019-02-01 00:00:00
CA INDOSUEZ DI PREMIERE FIC RENDA FIXA REFERENCIADO DI LP,02.546.749/0001-64,Urbano Araújo de Moraes,2019-02-01 00:00:00
CAIXA ABSOLUTO PRÉ FIC RENDA FIXA LP,02.201.164/0001-02,Alenir de Oliveira Romanello,2019-01-31 00:00:00
CAIXA ALOCAÇÃO MACRO FIC MULTIMERCADO LP,08.070.841/0001-87,Alenir de Oliveira Romanello,2019-01-31 00:00:00
CAIXA ATLETA INVEST FIC RENDA FIXA CRÉDITO PRIVADO LP,17.503.826/0001-76,Alenir de Oliveira Romanello,2019-01-31 00:00:00
CAIXA BETA FIC RENDA FIXA REFERENCIADO DI LP,00.834.072/0001-34,Alenir de Oliveira Romanello,2019-01-31 00:00:00
CAIXA CAPITAL ÍNDICE DE PREÇOS FIC RENDA FIXA LP,03.218.183/0001-04,Alenir de Oliveira Romanello,2019-01-31 00:00:00
CAIXA CLÁSSICO FIC RENDA FIXA LP,01.165.796/0001-03,Alenir de Oliveira Romanello,2019-01-31 00:00:00
CAIXA CONSTRUÇÃO CIVIL FI AÇÕES,10.551.375/0001-01,Alenir de Oliveira Romanello,2019-01-31 00:00:00
CAIXA CONSUMO FI AÇÕES,10.577.512/0001-79,Alenir de Oliveira Romanello,2019-01-31 00:00:00
CAIXA DESENVOLVER FIC RENDA FIXA LP,16.877.609/0001-83,Alenir de Oliveira Romanello,2019-01-31 00:00:00
CAIXA DIVIDENDOS FI AÇÕES,05.900.798/0001-41,Alenir de Oliveira Romanello,2019-01-31 00:00:00
CAIXA DÓLAR FIC CAMBIAL,05.114.733/0001-70,Alenir de Oliveira Romanello,2019-01-31 00:00:00
CAIXA E-FUNDO FIC RENDA FIXA LP,15.154.422/0001-99,Alenir de Oliveira Romanello,2019-01-31 00:00:00
CAIXA E-FUNDO IBOVESPA FI AÇÕES,15.154.410/0001-64,Alenir de Oliveira Romanello,2019-01-31 00:00:00
CAIXA EMPREENDER FIC RENDA FIXA LP,00.068.305/0001-35,Alenir de Oliveira Romanello,2019-01-31 00:00:00
CAIXA ESPECIAL FIC RENDA FIXA LP,03.737.190/0001-12,Alenir de Oliveira Romanello,2019-01-31 00:00:00
CAIXA ESTRATÉGICO FIC MULTIMERCADO LP,03.737.200/0001-10,Alenir de Oliveira Romanello,2019-01-31 00:00:00
CAIXA EXECUTIVO FIC RENDA FIXA LP,01.165.781/0001-37,Alenir de Oliveira Romanello,2019-01-31 00:00:00
CAIXA EXPANDIR FIC RENDA FIXA LP,15.154.429/0001-00,Alenir de Oliveira Romanello,2019-01-31 00:00:00
CAIXA EXPERTISE FIC RENDA FIXA CRÉDITO PRIVADO LP,10.646.888/0001-98,Alenir de Oliveira Romanello,2019-01-31 00:00:00
CAIXA FÁCIL FIC RENDA FIXA SIMPLES,05.114.716/0001-33,Alenir de Oliveira Romanello,2019-02-01 00:00:00
CAIXA FI AÇÕES BDR NÍVEL I,17.503.172/0001-80,Alenir de Oliveira Romanello,2019-01-31 00:00:00
CAIXA FIDELIDADE FI RENDA FIXA LP,09.181.287/0001-78,Alenir de Oliveira Romanello,2019-01-31 00:00:00
CAIXA FI RENDA FIXA SIMPLES LP,22.791.329/0001-50,Alenir de Oliveira Romanello,2019-01-31 00:00:00
CAIXA FOCO ÍNDICE DE PREÇOS FIC RENDA FIXA LP,09.548.729/0001-71,Alenir de Oliveira Romanello,2019-01-31 00:00:00
CAIXA FORTALECER FIC RENDA FIXA LP,07.986.172/0001-25,Alenir de Oliveira Romanello,2019-01-31 00:00:00
CAIXA FUNDAÇÕES FIC RENDA FIXA CURTO PRAZO,01.165.792/0001-17,Alenir de Oliveira Romanello,2019-02-01 00:00:00
CAIXA GERAÇÃO JOVEM FIC RENDA FIXA CRÉDITO PRIVADO LP,10.577.485/0001-34,Alenir de Oliveira Romanello,2019-01-31 00:00:00
CAIXA GIRO IMEDIATO FIC RENDA FIXA REFERENCIADO DI LP,17.502.869/0001-37,Alenir de Oliveira Romanello,2019-01-31 00:00:00
CAIXA IBOVESPA ATIVO FI AÇÕES,08.046.355/0001-23,Alenir de Oliveira Romanello,2019-01-31 00:00:00
CAIXA IBOVESPA FIC AÇÕES,01.525.057/0001-77,Alenir de Oliveira Romanello,2019-01-31 00:00:00
CAIXA IBRX ATIVO FI AÇÕES,05.164.370/0001-88,Alenir de Oliveira Romanello,2019-01-31 00:00:00
CAIXA IDEAL FIC RENDA FIXA LP,68.623.479/0001-56,Alenir de Oliveira Romanello,2019-01-31 00:00:00
CAIXA INFRAESTRUTURA FI AÇÕES,10.551.382/0001-03,Alenir de Oliveira Romanello,2019-01-31 00:00:00
CAIXA INVESTIDOR FIC RENDA FIXA LP,03.164.294/0001-85,Alenir de Oliveira Romanello,2019-01-31 00:00:00
CAIXA JUROS E MOEDAS FI MULTIMERCADO LP,14.120.520/0001-42,Alenir de Oliveira Romanello,2019-01-31 00:00:00
CAIXA LIQUIDEZ FIC RENDA FIXA CURTO PRAZO,03.737.208/0001-86,Alenir de Oliveira Romanello,2019-02-01 00:00:00
CAIXA LONG SHORT FIC MULTIMERCADO LP,08.046.429/0001-21,Alenir de Oliveira Romanello,2019-01-31 00:00:00
CAIXA MAXI FIC RENDA FIXA CRÉDITO PRIVADO LP,17.322.725/0001-07,Alenir de Oliveira Romanello,2019-01-31 00:00:00
CAIXA OAB FIC RENDA FIXA CRÉDITO PRIVADO LP,14.120.488/0001-03,Alenir de Oliveira Romanello,2019-01-31 00:00:00
CAIXA OBJETIVO PRÉ FIC RENDA FIXA LP,14.120.511/0001-51,Alenir de Oliveira Romanello,2019-01-31 00:00:00
CAIXA PERSONAL FIC RENDA FIXA LP,02.201.163/0001-68,Alenir de Oliveira Romanello,2019-01-31 00:00:00
CAIXA PETROBRAS FI AÇÕES,03.914.671/0001-56,Alenir de Oliveira Romanello,2019-01-31 00:00:00
CAIXA PETROBRAS PRÉ-SAL FI AÇÕES,11.060.594/0001-42,Alenir de Oliveira Romanello,2019-01-31 00:00:00
CAIXA PIBB IBRX-50 FI AÇÕES,05.164.361/0001-97,Alenir de Oliveira Romanello,2019-01-31 00:00:00
CAIXA PLENO FIC RENDA FIXA REFERENCIADO DI LP,10.740.508/0001-80,Alenir de Oliveira Romanello,2019-01-31 00:00:00
CAIXA PREFERENCIAL FIC RENDA FIXA REFERENCIADO DI LP,03.737.211/0001-08,Alenir de Oliveira Romanello,2019-01-31 00:00:00
CAIXA PREMIUM FIC RENDA FIXA REFERENCIADO DI LP,10.646.885/0001-54,Alenir de Oliveira Romanello,2019-01-31 00:00:00
CAIXA RELACIONAMENTO IDEAL FIC RENDA FIXA LP,10.577.505/0001-77,Alenir de Oliveira Romanello,2019-01-31 00:00:00
CAIXA RV 30 FI MULTIMERCADO LP,03.737.188/0001-43,Alenir de Oliveira Romanello,2019-01-31 00:00:00
CAIXA SIGMA FIC RENDA FIXA REFERENCIADO DI LP,10.731.794/0001-17,Alenir de Oliveira Romanello,2019-01-31 00:00:00
CAIXA SMALL CAPS ATIVO FI AÇÕES,15.154.220/0001-47,Alenir de Oliveira Romanello,2019-01-31 00:00:00
CAIXA SOBERANO FIC RENDA FIXA LP,02.323.746/0001-61,Alenir de Oliveira Romanello,2019-01-31 00:00:00
CAIXA SUPREMO FIC RENDA FIXA LP,07.986.178/0001-00,Alenir de Oliveira Romanello,2019-01-31 00:00:00
CAIXA SUSTENTABILIDADE EMPRESARIAL ISE FI AÇÕES,08.070.838/0001-63,Alenir de Oliveira Romanello,2019-01-31 00:00:00
CAIXA VALE DO RIO DOCE FI AÇÕES,04.885.820/0001-69,Alenir de Oliveira Romanello,2019-01-31 00:00:00
CAIXA VALOR DIVIDENDOS RPPS FIC AÇÕES,15.154.441/0001-15,Luiz Otávio Bianchini Laydner,2019-01-31 00:00:00
CAIXA VALOR SMALL CAP RPPS FIC AÇÕES,14.507.699/0001-95,Luiz Otávio Bianchini Laydner,2019-01-31 00:00:00
CANEPA MACRO FIC MULTIMERCADO,23.711.497/0001-51,Antonio Sergio do Carmo Dupim,2019-01-31 00:00:00
CANVAS CLASSIC FIC MULTIMERCADO,17.056.270/0001-17,Eduardo Ferraz do Amaral Bodra,2019-01-31 00:00:00
CANVAS CLASSIC II FIC MULTIMERCADO,12.907.125/0001-89,Eduardo Ferraz do Amaral Bodra,2019-01-31 00:00:00
CANVAS ENDURO 30 CSHG FIC MULTIMERCADO,15.212.344/0001-31,Eduardo Ferraz do Amaral Bodra,2019-01-31 00:00:00
CANVAS ENDURO I FIC MULTIMERCADO,09.645.253/0001-97,Eduardo Ferraz do Amaral Bodra,2019-01-31 00:00:00
CANVAS ENDURO II FIC MULTIMERCADO,18.480.735/0001-25,Eduardo Ferraz do Amaral Bodra,2019-01-31 00:00:00
CANVAS ENDURO III FIC MULTIMERCADO,13.106.979/0001-29,Eduardo Ferraz do Amaral Bodra,2019-01-31 00:00:00
CAPITAL ALLOCATION FIC MULTIMERCADO,23.668.084/0001-31,Fernando Barbará,2019-01-31 00:00:00
CAPITAL VALUE FI AÇÕES,11.225.903/0001-97,Fernando Barbará,2019-01-31 00:00:00
CAPITÂNIA TOP FIC RENDA FIXA CRÉDITO PRIVADO,13.615.411/0001-33,Arturo Borges da Fonseca Tutzer Profili,2019-01-31 00:00:00
CAPITÂNIA YIELD FI RENDA FIXA CRÉDITO PRIVADO,09.441.708/0001-52,Arturo Borges da Fonseca Tutzer Profili,2019-02-01 00:00:00
CARDINAL PARTNERS FI AÇÕES,19.773.986/0001-60,Marcelo Audi,2019-01-31 00:00:00
CASH PREMIUM FIC RENDA FIXA REFERENCIADO DI CRÉDITO PRIVADO,22.809.048/0001-88,Rubens Luiz dos Santos Henriques,2019-02-01 00:00:00
CASH STAR FI RENDA FIXA REFERENCIADO DI,15.019.684/0001-40,Manoel Evaristo Ferreira Junior,2019-02-01 00:00:00
CHARLES RIVER FI AÇÕES,14.438.229/0001-17,Camilo Marcantonio Junior,2019-01-31 00:00:00
CLARITAS ALOCAÇÃO FI MULTIMERCADO CRÉDITO PRIVADO,11.701.977/0001-52,Damont Andrade Peixoto de Carvalho,2019-01-31 00:00:00
CLARITAS FI RENDA FIXA CRÉDITO PRIVADO LP I,11.447.136/0001-60,Damont Andrade Peixoto de Carvalho,2019-01-31 00:00:00
CLARITAS HEDGE FIC MULTIMERCADO LP I,05.488.919/0001-90,Damont Andrade Peixoto de Carvalho,2019-01-31 00:00:00
CLARITAS INFLAÇÃO INSTITUCIONAL FI MULTIMERCADO,13.176.277/0001-11,Damont Andrade Peixoto de Carvalho,2019-01-31 00:00:00
CLARITAS INSTITUCIONAL FI MULTIMERCADO,10.705.335/0001-69,Damont Andrade Peixoto de Carvalho,2019-01-31 00:00:00
CLARITAS VALOR FEEDER FI AÇÕES,11.403.850/0001-57,Eduardo Cysneiros de Morais,2019-01-31 00:00:00
CLIC FI AÇÕES,01.776.200/0001-01,Jose Maria Ribeiro de Melo,2019-01-31 00:00:00
COINVALORES FI AÇÕES,01.601.389/0001-93,Fernando Ferreira da Silva Telles,2019-01-31 00:00:00
COINVALORES FIC RENDA FIXA REFERENCIADO DI CRÉDITO PRIVADO LP,02.233.665/0001-70,Fernando Ferreira da Silva Telles,2019-02-01 00:00:00
COINVALORES KIDS FIC AÇÕES,03.982.081/0001-60,Luis Guedes Ferreira Costa,2019-01-31 00:00:00
COINVALORES TERMO FI MULTIMERCADO,08.319.861/0001-49,Fernando Ferreira da Silva Telles,2019-01-31 00:00:00
COINVALORES YIELD FIC MULTIMERCADO,00.346.750/0001-10,Fernando Ferreira da Silva Telles,2019-01-31 00:00:00
CONCEPTA FI MULTIMERCADO,26.648.594/0001-35,Renato de Almeida Mendes,2019-01-31 00:00:00
CONCÓRDIA EXTRA FI RENDA FIXA CRÉDITO PRIVADO,01.107.772/0001-90,Thiago Tregier,2019-02-01 00:00:00
CONSTÂNCIA FUNDAMENTO FI AÇÕES,11.182.064/0001-77,Júlio de Morais Erse,2019-01-31 00:00:00
CONSTÂNCIA LEGAN BRASIL FI AÇÕES,14.550.994/0001-24,Júlio de Morais Erse,2019-01-31 00:00:00
CONSTELLATION INSTITUCIONAL FIC AÇÕES,16.948.298/0001-04,Florian Bartunek,2019-01-31 00:00:00
COPACABANA ZEUS FI MULTIMERCADO,20.451.722/0001-70,Daniel Mendonça Cunha,2019-01-31 00:00:00
CSHG ALLOCATION ADAM MACRO FIC MULTIMERCADO,23.884.623/0001-70,Sylvio Ricardo Pereira de Castro,2019-01-31 00:00:00
CSHG ALLOCATION IBIÚNA HEDGE STHG FIC MULTIMERCADO,13.000.859/0001-42,Sylvio Ricardo Pereira de Castro,2019-01-31 00:00:00
CSHG ALLOCATION SPX NIMITZ CSHG FIC MULTIMERCADO,18.644.558/0001-75,Sylvio Ricardo Pereira de Castro,2019-01-31 00:00:00
CSHG ALLOCATION VERDE 90 FIC MULTIMERCADO,07.455.460/0001-53,Sylvio Ricardo Pereira de Castro,2019-01-31 00:00:00
CSHG ALLOCATION VERDE AM AGAR FIC MULTIMERCADO,05.491.230/0001-14,Sylvio Ricardo Pereira de Castro,2019-01-31 00:00:00
CSHG ALLOCATION VERDE AM DELTA FIC MULTIMERCADO,06.279.799/0001-83,Sylvio Ricardo Pereira de Castro,2019-01-31 00:00:00
CSHG ALLOCATION VERDE AM I FIC MULTIMERCADO,08.833.516/0001-29,Sylvio Ricardo Pereira de Castro,2019-01-31 00:00:00
CSHG ALLOCATION VERDE AM II FIC MULTIMERCADO,09.355.063/0001-35,Sylvio Ricardo Pereira de Castro,2019-01-31 00:00:00
CSHG ALLOCATION VERDE AM IV FIC MULTIMERCADO,09.591.879/0001-68,Sylvio Ricardo Pereira de Castro,2019-01-31 00:00:00
CSHG ALLOCATION VERDE AM IX FIC MULTIMERCADO,10.277.930/0001-40,Sylvio Ricardo Pereira de Castro,2019-01-31 00:00:00
CSHG ALLOCATION VERDE AM VI FIC MULTIMERCADO,10.277.968/0001-13,Sylvio Ricardo Pereira de Castro,2019-01-31 00:00:00
CSHG ALLOCATION VERDE AM VII FIC MULTIMERCADO,10.277.967/0001-79,Sylvio Ricardo Pereira de Castro,2019-01-31 00:00:00
CSHG ALLOCATION VERDE AM VIII FIC MULTIMERCADO,10.277.975/0001-15,Sylvio Ricardo Pereira de Castro,2019-01-31 00:00:00
CSHG DI FI RENDA FIXA CURTO PRAZO,00.832.453/0001-84,Sylvio Ricardo Pereira de Castro,2019-02-01 00:00:00
CSHG FI CAMBIAL,01.464.595/0001-07,Sylvio Ricardo Pereira de Castro,2019-01-31 00:00:00
CSHG FIC RENDA FIXA REFERENCIADO DI,00.826.901/0001-37,Sylvio Ricardo Pereira de Castro,2019-02-01 00:00:00
CSHG INCOME FIC RENDA FIXA CRÉDITO PRIVADO,26.434.293/0001-09,Fábio Massashi Okumura,2019-01-31 00:00:00
CSHG PANORAMA FIC MULTIMERCADO CRÉDITO PRIVADO,23.339.998/0001-59,Fábio Massashi Okumura,2019-01-31 00:00:00
CSHG PORTFÓLIO ADVANCED FI MULTIMERCADO LP,08.708.412/0001-92,Fábio Massashi Okumura,2019-01-31 00:00:00
CSHG PORTFÓLIO FI MULTIMERCADO LP,08.708.405/0001-90,Fábio Massashi Okumura,2019-01-31 00:00:00
CSHG PRIVATE FIC RENDA FIXA REFERENCIADO DI,04.299.610/0001-99,Sylvio Ricardo Pereira de Castro,2019-02-01 00:00:00
CSHG SOBERANO PRIVATE I FIC RENDA FIXA REFERENCIADO DI,09.639.909/0001-69,Sylvio Ricardo Pereira de Castro,2019-02-01 00:00:00
CSHG TOP 30 FIC MULTIMERCADO,06.871.308/0001-99,Sylvio Ricardo Pereira de Castro,2019-01-31 00:00:00
CSHG TOP AÇÕES FIC AÇÕES,01.608.399/0001-50,Sylvio Ricardo Pereira de Castro,2019-01-31 00:00:00
CSHG VERDE AM STRATEGY II FIC AÇÕES,03.408.336/0001-86,Pedro Franco Sales,2019-01-31 00:00:00
CTM ESTRATÉGIA FI AÇÕES,18.558.694/0001-42,Daniel Vinicius Alberini Schrickte,2019-01-31 00:00:00
CTM HEDGE FI MULTIMERCADO LP,18.956.729/0001-00,Daniel Vinicius Alberini Schrickte,2019-01-31 00:00:00
CULTINVEST VALOR FI AÇÕES LIVRE,11.961.161/0001-68,Alexandre Zákia Albert,2019-01-31 00:00:00
DAYCOVAL CLASSIC FI RENDA FIXA CRÉDITO PRIVADO,10.783.480/0001-68,Roberto Kropp,2019-01-31 00:00:00
DAYCOVAL FI RENDA FIXA CRÉDITO PRIVADO,00.807.777/0001-62,Roberto Kropp,2019-02-01 00:00:00
DAYCOVAL IRF-M 1 FI RENDA FIXA,12.265.822/0001-83,Roberto Kropp,2019-01-31 00:00:00
DAYCOVAL MULTIFUNDS FIC MULTIMERCADO,06.092.123/0001-86,Roberto Kropp,2019-01-31 00:00:00
DEVANT SOLIDUS CASH FI RENDA FIXA CRÉDITO PRIVADO,22.003.346/0001-86,Bruno Eiras Martins,2019-02-01 00:00:00
DLM HEDGE MODERADO FI MULTIMERCADO CRÉDITO PRIVADO,14.179.995/0001-04,Marcelo Miranda de Mattos,2019-01-31 00:00:00
DLM WEALTH MULTIGESTORES AÇÕES FIC AÇÕES,08.815.386/0001-00,Daniel Castro Domingos da Silva,2019-01-31 00:00:00
DLM WEALTH MULTIGESTORES DEBÊNTURES INCENTIVADAS FIC MULTIMERCADO CRÉDITO PRIVADO,26.089.666/0001-51,Marcelo Miranda de Mattos,2019-01-31 00:00:00
DÓLAR FIC CAMBIAL,00.524.617/0001-06,Marcello Siniscalchi,2019-01-31 00:00:00
E2M INTRUST FI AÇÕES,07.195.440/0001-90,Edison Roberto Marcellino,2019-01-31 00:00:00
EASYNVEST FI RENDA FIXA CRÉDITO PRIVADO,02.269.278/0001-94,Júlio de Morais Erse,2019-01-31 00:00:00
EDUCAÇÃO DI FIC RENDA FIXA REFERENCIADO DI,04.215.429/0001-57,Tatiana Grecco,2019-02-01 00:00:00
ELITE FI AÇÕES,28.709.046/0001-01,Nelson Medaber,2019-01-31 00:00:00
EMPYREO FI AÇÕES,02.480.563/0001-50,Pedro Lacerda de Camargo,2019-01-31 00:00:00
EOS TITANIUM FI MULTIMERCADO,14.122.398/0001-43,Flavio Silberberg,2019-01-31 00:00:00
EQUITAS SELECTION FIC AÇÕES,12.004.203/0001-35,Luis Felipe Teixeira do Amaral,2019-01-31 00:00:00
EQUITAS SELECTION INSTITUCIONAL FIC AÇÕES,15.569.128/0001-48,Luis Felipe Teixeira do Amaral,2019-01-31 00:00:00
ESPELHO CASH STAR FIC RENDA FIXA REFERENCIADO DI CRÉDITO PRIVADO,21.295.540/0001-10,Manoel Evaristo Ferreira Junior,2019-02-01 00:00:00
ESTRATÉGIA GENIAL FIC AÇÕES,08.621.010/0001-56,Alexandre Thiede Donini,2019-01-31 00:00:00
ESTRATÉGIA GENIAL MASTER FI AÇÕES,09.075.535/0001-04,Alexandre Thiede Donini,2019-01-31 00:00:00
EXECUTIVE TOP FI AÇÕES,04.195.359/0001-12,Guilherme Ernesto Sand,2019-01-31 00:00:00
EXPERT FIC MULTIMERCADO,07.376.738/0001-05,Marcello Siniscalchi,2019-01-31 00:00:00
EXPLORITAS ALPHA AMERICA LATINA FIC MULTIMERCADO,19.628.666/0001-17,Daniel Navarro Delabio,2019-01-31 00:00:00
FAMA FIC AÇÕES,00.601.692/0001-23,Fábio Alperowitch,2019-01-31 00:00:00
FATOR DEBÊNTURES INCENTIVADAS FI RENDA FIXA CRÉDITO PRIVADO,20.584.638/0001-24,Fernando de Abreu Sampaio Moreira,2019-01-31 00:00:00
FATOR MAX CORPORATIVO FI RENDA FIXA CRÉDITO PRIVADO LP,00.828.035/0001-13,Fernando de Abreu Sampaio Moreira,2019-02-01 00:00:00
FATOR PORTFÓLIO VERDE FIC MULTIMERCADO,04.311.271/0001-19,Fernando de Abreu Sampaio Moreira,2019-01-31 00:00:00
FATOR SIGMA FIC MULTIMERCADO I,06.097.344/0001-47,Fernando de Abreu Sampaio Moreira,2019-01-31 00:00:00
FATOR SINERGIA FI AÇÕES,13.476.201/0001-01,Fernando de Abreu Sampaio Moreira,2019-01-31 00:00:00
FCL HEDGE FI MULTIMERCADO,08.720.677/0001-06,Fernando Azevedo de Araújo Júnior,2019-01-31 00:00:00
FIBRA CSN INVEST PLUS FI MULTIMERCADO,04.687.535/0001-33,Anna Cristina Cunha Machado da Silva,2019-01-31 00:00:00
FIBRA PREMIUM FI RENDA FIXA CRÉDITO PRIVADO,16.862.541/0001-69,Anna Cristina Cunha Machado da Silva,2019-01-31 00:00:00
FIDES ABSOLUTO FI MULTIMERCADO,09.141.867/0001-31,Luiz Gustavo Monteiro Constantino,2019-01-31 00:00:00
FIDES LONG SHORT PLUS FI MULTIMERCADO,07.659.002/0001-36,Luiz Gustavo Monteiro Constantino,2019-01-31 00:00:00
FINACAP E MULTIESTRATÉGIA FI MULTIMERCADO CRÉDITO PRIVADO,19.038.997/0001-05,Luiz Fernando Correia de Araújo Filho,2019-01-31 00:00:00
FINACAP FI AÇÕES,01.645.916/0001-61,Luiz Fernando Correia de Araújo Filho,2019-01-31 00:00:00
FINACAP MAURITSSTAD FI AÇÕES,05.964.067/0001-60,Luiz Fernando Correia de Araújo Filho,2019-01-31 00:00:00
FLAG FIC AÇÕES,21.312.739/0001-09,Rodrigo Galindo,2019-01-31 00:00:00
FLORENÇA PRIME FI MULTIMERCADO,15.334.580/0001-20,João Felipe Franklin Bueno do Prado,2019-01-31 00:00:00
FLORENÇA TEÓRICA FI MULTIMERCADO,07.196.698/0001-01,João Felipe Franklin Bueno do Prado,2019-01-31 00:00:00
FL PREMIUM INSTITUCIONAL FI RENDA FIXA LP,18.602.064/0001-28,Felipe de Almeida Machado Lima,2019-01-31 00:00:00
FOCUS FI AÇÕES BDR NÍVEL I,02.961.315/0001-20,Letícia Caravaggi,2019-01-31 00:00:00
FORPUS AÇÕES FIC AÇÕES,21.917.184/0001-29,Francisco Giffoni Meirelles de Andrade,2019-01-31 00:00:00
FRANKLIN GLOBAL ACCESS FI MULTIMERCADO LP,09.216.364/0001-88,Frederico Santana Sampaio,2019-01-31 00:00:00
FRANKLIN IBX FI AÇÕES,08.156.530/0001-35,Frederico Santana Sampaio,2019-01-31 00:00:00
FRANKLIN MAXI AÇÕES FI AÇÕES,09.217.033/0001-62,Frederico Santana Sampaio,2019-01-31 00:00:00
FRANKLIN TEMPLETON GLOBAL PLUS FIC MULTIMERCADO LP,11.783.814/0001-66,Frederico Santana Sampaio,2019-01-31 00:00:00
FRANKLIN VALOR E LIQUIDEZ FVL FIC AÇÕES,02.895.694/0001-06,Frederico Santana Sampaio,2019-01-31 00:00:00
FUNDAMENTA FI AÇÕES,12.184.246/0001-40,Raul do Amaral Souza Freire,2019-01-31 00:00:00
FUNDAMENTA FIX FI RENDA FIXA CRÉDITO PRIVADO LP,18.917.456/0001-86,Raul do Amaral Souza Freire,2019-01-31 00:00:00
G5 ALLOCATION EQUITIES FIC AÇÕES,18.060.935/0001-29,Renato Klarnet,2019-01-31 00:00:00
G5 FI RENDA FIXA REFERENCIADO DI,23.668.524/0001-50,Renato Klarnet,2019-02-01 00:00:00
GALT FIC MULTIMERCADO,21.992.538/0001-08,Igor de Castro Lima,2019-01-31 00:00:00
GALT FI RENDA FIXA CRÉDITO PRIVADO,24.572.511/0001-46,Igor de Castro Lima,2019-01-31 00:00:00
GALT VALOR FIC AÇÕES,17.033.928/0001-75,Igor de Castro Lima,2019-01-31 00:00:00
GAP ABSOLUTO FIC MULTIMERCADO,01.823.373/0001-25,Renato Junqueira Bastos Ribeiro,2019-01-31 00:00:00
GAP YIELD FI RENDA FIXA,09.441.408/0001-73,Renato Junqueira Bastos Ribeiro,2019-02-01 00:00:00
GARDE DARTAGNAN ACCESS FIC MULTIMERCADO,19.211.736/0001-37,Rafael de Almeida Mazzer,2019-01-31 00:00:00
GARDE DARTAGNAN ADVISORY FIC MULTIMERCADO,26.179.685/0001-79,Carlos Luiz Marino Calabresi,2019-01-31 00:00:00
GARIN SPECIAL FI MULTIMERCADO,10.447.046/0001-07,Ivan Kraiser,2019-01-31 00:00:00
GÁVEA MACRO FIC MULTIMERCADO,08.893.082/0001-52,Gabriel Srour,2019-01-31 00:00:00
GÁVEA MACRO PVT FIC MULTIMERCADO,25.422.714/0001-19,Rubens Luiz dos Santos Henriques,2019-01-31 00:00:00
GENIAL DIVIDENDOS FI AÇÕES,11.898.280/0001-13,Alexandre Thiede Donini,2019-01-31 00:00:00
GERAÇÃO FI AÇÕES,01.675.497/0001-00,Alexandre Thiede Donini,2019-01-31 00:00:00
GERAÇÃO FUTURO AÇÕES GENIAL FIC AÇÕES,19.644.076/0001-88,Alexandre Thiede Donini,2019-01-31 00:00:00
GERAÇÃO FUTURO ATIVAÇÕES FI AÇÕES,07.844.876/0001-63,Alexandre Thiede Donini,2019-01-31 00:00:00
GERAÇÃO FUTURO FIC RENDA FIXA CRÉDITO PRIVADO,11.189.679/0001-25,Alexandre Thiede Donini,2019-01-31 00:00:00
GERAÇÃO FUTURO FIC RENDA FIXA REFERENCIADO DI,09.115.233/0001-04,Alexandre Thiede Donini,2019-01-31 00:00:00
GERAÇÃO FUTURO IMA-B FIC RENDA FIXA,19.419.157/0001-84,Alexandre Thiede Donini,2019-01-31 00:00:00
GERAÇÃO FUTURO INVESTPOST FI AÇÕES,09.616.639/0001-70,Alexandre Thiede Donini,2019-01-31 00:00:00
